,SDS_CODE,SDS_KT,SDS_NR,SDS_NAME,BFS_CODE,COORD_X,COORD_Y,LAT,LONG,POPS2018,1022_sechs,1045_Donnstig,1054_1055_Rucken,1074_Kase,1095_Schnee,1105_Eis,1107_Mause,1160_Apfel,2027_Besen,2097_trinken,2147_folgen,3008_gelaufen,3056_gehen_1sg,4071_Schluckauf
116,BE17,BE,17,Busswil,384,591400,216500,47.09944,7.32535,1905,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_lang,c_nk,c_u,c_gloffe / c_glüffe,c_gange,c_glugg
117,BE18,BE,18,Pieterlen,392,592300,224900,47.17501,7.33707,4364,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz / c_lang,c_nk,c_u,c_gloffe / c_glüffe,c_gange,c_glugg
118,BE19,BE,19,Buren,383,595000,220900,47.13906,7.37273,3583,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe / c_glüffe,c_gange,c_glugg
119,BE20,BE,20,Leuzigen,388,601400,224800,47.17416,7.4571,1259,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_lang,c_nk,c_u,c_glüffe,c_goo,c_glugg
120,BE21,BE,21,Limpach,542,604300,217500,47.10848,7.49529,338,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_nk,c_u,c_gloffe / c_glüffe,c_goo,c_glugg
121,BE22,BE,22,Utzenstorf,552,609000,219600,47.12732,7.55725,4333,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz / c_halblang / c_lang,c_nk,c_u,c_glüffe,c_gange / c_goo,c_glugg
122,BE23,BE,23,Seeberg,988,617500,222000,47.14874,7.66937,1560,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_geschl / c_e_neutr,c_ii,c_üü,c_ö,c_lang,c_nk,c_u,c_glüffe,c_goo,c_glugg
123,BE24,BE,24,Wynigen,424,617300,217200,47.10557,7.66655,2060,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_nk,c_u,c_gloffe / c_glüffe,c_goo,c_glugg
124,BE25,BE,25,Ursenbach,344,625300,220700,47.13679,7.77213,896,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_lang,c_nk,c_u,c_glaufe / c_glüffe,c_goo,c_glugg
125,BE26,BE,26,Huttwil,954,631100,218200,47.11406,7.84841,4898,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_lang,c_nk,c_u,c_glüffe,c_goo,c_glugg
126,BE27,BE,27,Erlach,492,574000,210300,47.04322,7.09651,1385,c_è_neutr,c_o,c_ü,c_è_neutr,c_e_neutr,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe,c_gange,c_glugg
127,BE28,BE,28,Ins,496,574600,206200,47.00636,7.10464,3564,c_ä_übof,c_o,c_ü,c_è_neutr,c_e_neutr,c_ii,c_üü,c_ö,c_lang,c_nk,c_l,c_gloffe / c_glüffe,c_gange,c_glugg
128,BE29,BE,29,Siselen,499,581100,209100,47.03267,7.18999,595,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_lang,c_nk,c_u,c_glüffe,c_gange,c_glugg
129,BE30,BE,30,Tauffelen,751,581900,212900,47.06687,7.20036,2872,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_lang,c_nk,c_u,c_gloffe / c_glüffe,c_gange,c_glugg
130,BE31,BE,31,Aarberg,301,587800,210500,47.04542,7.2781,4628,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_nk,c_u,c_gloffe / c_glüffe,c_gange,c_glugg
131,BE32,BE,32,Meikirch,307,594300,206500,47.00953,7.36368,2461,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_nk,c_u,c_gloffe / c_glüffe,c_gaa,c_glugg
132,BE33,BE,33,Wengi,394,596800,213200,47.06981,7.39651,613,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_nk,c_u,c_gloffe / c_glüffe,c_gange,c_glugg
133,BE34,BE,34,Munchenbuchsee,546,600900,207800,47.02124,7.45048,10213,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_nk,c_u,c_glüffe,c_gange,c_glugg
134,BE35,BE,35,Zuzwil,557,602600,211100,47.05092,7.47285,578,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_nk,c_u,c_glaufe / c_glüffe,c_goo,c_glugg
135,BE36,BE,36,Grafenried,539,605400,214200,47.07879,7.50974,947,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_nk,c_u,c_gloffe / c_glüffe,c_goo,c_glugg
136,BE37,BE,37,Krauchthal,414,609700,206500,47.00948,7.5662,2366,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Dch / c_nk,c_u,c_gloffe,c_gaa,c_glugg
137,BE38,BE,38,Burgdorf,404,614000,211700,47.05618,7.6229,16420,c_ä_übof,c_o,c_ü,c_è_neutr,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe / c_glüffe,c_gange,c_glugg
138,BE39,BE,39,Ruegsau,956,617900,208300,47.0255,7.6741,3260,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Dch / c_nk,c_u,c_glüffe,c_goo,c_glugg
139,BE40,BE,40,Lutzelfluh,955,618700,206200,47.00659,7.68454,4147,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Dch,c_u,c_glüffe,c_gaa,c_glugg
140,BE41,BE,41,Affoltern,951,622300,212700,47.06494,7.73219,1101,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_lang,c_Dch,c_u,c_glüffe,c_goo,c_glugg
141,BE42,BE,42,Sumiswald,957,623300,208600,47.02803,7.74515,5045,c_ä_übof / c_a_hell,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Dch,c_u,c_glüffe,c_goo,c_glugg
142,BE43,BE,43,Eriswil,953,631300,214300,47.07897,7.85078,1396,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_lang,c_Dch,c_u,c_glüffe,c_goo,c_glugg
143,BE44,BE,44,Ferenbalm,662,582700,198800,46.94006,7.21143,1260,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_nk,c_u,c_glüffe,c_gange,c_glugg
144,BE45,BE,45,Detligen,309,587400,204400,46.99054,7.273,1285,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_nk,c_u,c_gloffe,c_gange,c_glugg
145,BE46,BE,46,Frauenkappelen,663,592300,200400,46.95463,7.33748,1240,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_nk,c_u,c_gloffe,c_gange,c_glugg
146,BE47,BE,47,Bern,351,600700,198600,46.93849,7.44783,133883,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l / c_u,c_gloffe,c_gange / c_gaa,c_glugg
147,BE48,BE,48,Habstetten,352,604300,202600,46.97445,7.49515,6264,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Dch,c_u,c_gloffe / c_glüffe,c_gange / c_gaa,c_glugg
148,BE49,BE,49,Worb,627,609500,197600,46.92942,7.56338,11316,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Dch,c_u,c_gloffe / c_glüffe,c_gange,c_glugg
149,BE50,BE,50,Walkringen,626,613800,199500,46.94644,7.6199,1767,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Dch,c_u,c_glüffe,c_gaa,c_glugg
150,BE51,BE,51,Lauperswil,903,623300,202100,46.96956,7.74481,2615,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Dch,c_u,c_glüffe,c_gaa,c_glugg
151,BE52,BE,52,Langnau,902,626400,198900,46.94066,7.78536,9380,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Dch,c_u,c_glüffe,c_gaa,c_glugg
152,BE53,BE,53,Fankhaus,908,635700,201700,46.96541,7.90772,1326,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Dch,c_u,c_glüffe,c_gaa,c_glugg
153,BE54,BE,54,Laupen,667,584800,194600,46.90233,7.23915,3136,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_nk,c_u,c_gloffe / c_glüffe,c_gange,c_higg
154,BE55,BE,55,Neuenegg,670,589700,193800,46.89523,7.30348,5541,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_nk,c_u,c_gloffe / c_glüffe,c_gange,c_glugg
155,BE56,BE,56,Oberbalm,357,597400,191400,46.87372,7.40453,853,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Lch,c_u,c_glüffe,c_gaa,c_glugg / c_higg
156,BE57,BE,57,Koniz,355,598200,195500,46.9106,7.41501,41784,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Dch / c_nk,c_u,c_gloffe,c_gange,c_glugg
157,BE58,BE,58,Belp,861,604700,193300,46.8908,7.50031,11510,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Dch / c_nk,c_u,c_gloffe,c_gaa,c_glugg
158,BE59,BE,59,Niederwichtrach,632,610500,188700,46.84935,7.57631,4293,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Dch,c_u,c_gloffe,c_gaa,c_glugg
159,BE60,BE,60,Konolfingen,612,613900,192000,46.87897,7.62098,5283,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Dch,c_u,c_gloffe / c_glüffe,c_gaa,c_glugg
160,BE61,BE,61,Signau,907,621900,196600,46.92014,7.72615,2660,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Dch,NA,c_glüffe,c_gaa,c_glugg
161,BE62,BE,62,Eggiwil,901,627300,191600,46.87496,7.79675,2440,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Dch,c_l,c_glüffe,c_gaa,c_glugg
162,BE63,BE,63,Guggisberg,852,591600,179600,46.76752,7.32867,1508,c_ä_übof,c_o,c_ü,c_e_geschl,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Lh,c_u,c_glüffe,c_gaa,c_higg
163,BE64,BE,64,Schwarzenburg,854,592600,185200,46.81791,7.34167,6831,c_ä_übof,c_o,c_ü,c_e_geschl,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Lch,c_u,c_glüffe,c_gaa,c_glugg / c_higg
164,BE65,BE,65,Rueggisberg,880,600100,185600,46.82155,7.43995,1791,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Lch,c_u,c_gloffe / c_glüffe,c_gaa,c_glugg
165,BE66,BE,66,Seftigen,883,607700,181900,46.78822,7.53948,2144,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Lch / c_nk,c_u,c_glüffe,c_gaa,c_glugg
166,BE67,BE,67,Heimberg,928,612800,182500,46.79354,7.60629,6832,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Dch,c_u,c_gloffe / c_glüffe,c_gaa,c_glugg
167,BE68,BE,68,Heimenschwand,923,619600,185900,46.82396,7.6955,1527,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Dch,c_u,c_glüffe,c_gaa,c_glugg
168,BE69,BE,69,Schwarzenegg,945,620000,182800,46.79606,7.7006,998,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Dch,c_u,c_glüffe,c_gaa,c_glugg
169,BE70,BE,70,Eriz,924,625900,182000,46.78866,7.77784,483,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Dch,c_u,c_glüffe,c_gaa,c_glugg
170,BE71,BE,71,Schangnau,906,632200,186300,46.82707,7.86065,908,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Dch,c_u,c_glüffe,c_gaa,c_glugg
171,BE72,BE,72,Blumenstein,922,606300,176600,46.74056,7.52107,1246,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Lch / c_Lh,c_u,c_gloffe / c_glüffe,c_gaa,c_glugg
172,BE73,BE,73,Reutigen,767,613900,171500,46.69457,7.62036,999,c_ä_übof,c_o,c_ü,c_è_neutr,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Lch,c_l,c_glüffe,c_gaa,c_hösch
173,BE74,BE,74,Thun,942,614200,178400,46.75663,7.6245,43734,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_gange,c_glugg
174,BE75,BE,75,Faulensee,768,620700,168900,46.671,7.70914,12812,c_ä_übof,c_o,c_ü,c_è_neutr,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Lh,c_l,c_glüffe,c_gaa,c_glugg
175,BE76,BE,76,Schwanden,938,621200,176100,46.73576,7.71601,4833,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr / c_ea,c_ii,c_üü,c_ö,c_kurz,c_Lch,c_u,c_glüffe,c_gaa,c_glugg
176,BE77,BE,77,Merligen,938,622900,171800,46.69702,7.73804,4833,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Lch,c_u,c_glüffe,c_gaa,c_glugg
177,BE78,BE,78,Leissigen,585,625600,167000,46.65374,7.77307,1123,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Lch,c_l,c_gloffe / c_glüffe,c_gaa,c_glugg / c_hösch
178,BE79,BE,79,Unterseen,593,631200,170400,46.68409,7.84646,5751,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_geschl / c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Lh / c_nk,c_l,c_glüffe,c_gaa,c_glugg
179,BE80,BE,80,Habkern,579,632500,175100,46.72631,7.86378,639,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Lch,c_l,c_glüffe,c_gaa,c_glugg / c_hösch
180,BE81,BE,81,Oberried_am_Brienzersee,589,640100,176400,46.73759,7.96331,459,c_ä_übof,c_o,c_i,c_ä_übof,c_e_neutr,c_ii,c_üü,c_e,c_kurz,c_Lch,c_l,c_glüffe,c_gaa,c_higg
181,BE82,BE,82,Iseltwald,582,640200,173300,46.70969,7.96435,438,c_ä_übof,c_o,c_i,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Lch,c_l,c_glüffe,c_gaa,c_glugg / c_hösch
182,BE83,BE,83,Brienz,573,645300,178500,46.75614,8.03156,3092,c_ä_übof,c_o,c_i,c_ä_übof,c_e_neutr,c_ii,c_üü,c_e,c_kurz,c_Lch,c_l,c_glüffe,c_gaa,c_higg
183,BE84,BE,84,Brienzwiler,574,650600,178100,46.75216,8.10088,479,c_ä_übof,c_o,c_i,c_ä_übof,c_e_neutr,c_ii,c_üü,c_e,c_kurz,c_Lch,c_l,c_glüffe,c_gaa,c_higg
184,BE85,BE,85,Meiringen,785,657200,175400,46.72734,8.18692,4622,c_ä_übof,c_u,c_i,c_ä_übof,c_e_neutr / c_ea,c_ii,c_üü,c_e,c_kurz,c_Lch,c_l,c_glüffe,c_gaa,c_higg
185,BE86,BE,86,Innertkirchen,784,660400,173000,46.70547,8.22846,1063,c_ä_übof,c_u,c_i,c_ä_übof,c_e_neutr / c_ea,c_ii,c_üü,c_e,c_kurz,c_Lch,c_l,c_glüffe,c_gaa,c_higg
186,BE87,BE,87,Guttannen,782,665200,167600,46.65645,8.29046,263,c_ä_übof,c_u,c_i,c_ä_übof,c_e_neutr / c_ea,c_ii,c_üü,c_e,c_kurz,c_Lch,c_l,c_glüffe,c_gaa,c_higg
187,BE88,BE,88,Gadmen,781,669900,176800,46.73873,8.35325,236,c_ä_übof,c_u,c_i,c_ä_übof,c_e_neutr / c_ea,c_ii,c_üü,c_e,c_kurz,c_Lch,c_l,c_glüffe,c_gaa,c_higg
188,BE89,BE,89,Nidfluh,761,605700,167000,46.65421,7.5131,849,c_ä_übof,c_o,c_ü,c_è_neutr,c_e_neutr / c_ea,c_ii,c_üü,c_ö,c_kurz,c_Lh,c_l,c_glüffe,c_gaa,c_hösch
189,BE90,BE,90,Boltigen,791,596500,164200,46.62904,7.39293,1263,c_ä_übof,c_o,c_ü,c_ea,c_ea,c_ii,c_üü,c_ö,c_kurz,c_Lh,c_l,c_glüffe,c_gaa,c_glugg / c_hösch
190,BE91,BE,91,Zweisimmen,794,595600,154900,46.54537,7.38127,3018,c_ä_übof,c_o,c_ü,c_ea,c_ea / c_ie,c_ii,c_üü,c_ö,c_kurz,c_Lh,c_l,c_glüffe,c_gaa,c_glugg / c_hösch
191,BE92,BE,92,Ablandschen,843,588800,157900,46.57228,7.29254,6818,c_ä_übof,c_o,c_ü,c_è_neutr,c_e_neutr / c_ea,c_ii,c_üü,c_ö,c_kurz,c_Lh,c_l,c_glüffe,c_gaa,c_glugg / c_hösch
192,BE93,BE,93,Saanen_Gstaad,843,587500,147500,46.4787,7.27587,6818,c_ä_übof,c_o,c_ü,c_è_neutr,c_e_neutr,c_i,c_ü,c_ö,c_kurz,c_Lh,c_l,c_glüffe,c_gaa,c_glugg / c_hösch
193,BE94,BE,94,Gsteig,841,586800,137100,46.38514,7.26705,978,c_ä_übof,c_o,c_ü,c_ie,c_ea,c_i,c_üü,c_ö,c_kurz,c_Lch / c_nk,c_l,c_glüffe,c_gaa,c_glugg
194,BE95,BE,95,Lauenen,842,591100,141400,46.42389,7.32286,827,c_ä_übof,c_o,c_ü,c_ie,c_ie,c_i,c_ü,c_e / c_ö,c_kurz / c_lang,c_Lh,c_l,c_glüffe,c_gaa,c_glugg / c_hösch
195,BE96,BE,96,St_Stephan,793,596700,150900,46.5094,7.39564,1339,c_ä_übof,c_o,c_ü,c_ie,c_ea,c_ii,c_üü,c_ö,c_kurz,c_Lh,c_l,c_glüffe,c_goo,c_hösch
196,BE97,BE,97,Oberried,792,603000,141000,46.42034,7.47766,2345,c_ä_übof,c_o,c_ü,c_ie,c_ea,c_ii,c_üü,c_ö,c_kurz,c_Lh,c_l,c_glüffe,c_gange,c_hösch
197,BE98,BE,98,Vorderes_Diemtigtal,762,610800,165100,46.63705,7.57968,2250,c_ä_übof,c_o,c_ü,c_ea,c_e_geschl / c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Lh,c_l,c_glüffe,c_gaa,c_hösch
198,BE99,BE,99,Hinteres_Diemtigtal,762,606100,161000,46.60023,7.51825,2250,c_ä_übof,c_o,c_ü,c_è_neutr,c_e_neutr / c_ea,c_ii,c_üü,c_ö,c_kurz,c_Lh,c_l,c_glüffe,c_gaa,c_hösch
199,BE100,BE,100,Aeschiried,562,623000,165000,46.63585,7.73901,2217,c_ä_übof,c_o,c_ü,c_è_neutr,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Lch,c_l,c_glüffe,c_gaa,c_glugg
200,BE101,BE,101,Reichenbach_im_Kandertal,567,619500,163800,46.62516,7.69325,3608,NA,c_o,c_ü,NA,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Lch / c_nk,c_l,c_glüffe,c_gaa,NA
201,BE102,BE,102,Frutigen,563,616000,159700,46.58837,7.64741,6923,c_ä_übof,c_o,c_ü,c_è_neutr,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Lh / c_nk,c_l,c_glüffe,c_gaa,c_glugg
202,BE103,BE,103,Ried,563,613700,156600,46.56054,7.6173,6923,c_ä_übof,c_o,c_ü,c_ea,c_ea,c_ii,c_üü,c_ö,c_kurz,c_Lh,c_l,c_glüffe,c_gaa,c_hösch
203,BE104,BE,104,Adelboden,561,609200,149100,46.49315,7.55847,3390,c_ä_übof,c_o,c_ü,c_ea,c_ea,c_ii,c_üü,c_ö,c_kurz,c_Lh,c_l,c_glüffe,c_gaa,c_hösch
204,BE105,BE,105,Kandergrund,564,617200,155000,46.54607,7.66289,805,c_ä_übof,c_o,c_ü,c_ea,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,NA,c_l,c_glüffe,c_gaa,c_hösch
205,BE106,BE,106,Kandersteg,565,619600,147700,46.48033,7.69387,1298,c_ä_übof,c_o,c_ü,c_è_neutr / c_ea,c_e_neutr / c_ea,c_ii,c_üü,c_ö,c_kurz,c_Lh / c_nk,c_l,c_glüffe,c_gaa,c_glugg / c_hösch
206,BE107,BE,107,Kiental,567,621800,159800,46.58911,7.72309,3608,c_ä_übof,c_o,c_ü,c_è_neutr,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Lch / c_Lh,c_l,c_glüffe,c_gaa,c_hösch
207,BE108,BE,108,Gsteigwiler,577,633300,167100,46.6543,7.87367,406,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Lch,c_l,c_glüffe,c_gaa,c_glugg / c_hösch
208,BE109,BE,109,Gundlischwand,578,636300,164700,46.63256,7.91267,338,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_Lch,c_l,c_glüffe,c_gaa,c_glugg / c_hösch
209,BE110,BE,110,Lauterbrunnen,584,635900,159600,46.5867,7.90705,2290,c_ä_übof,c_o,c_i,c_ä_übof,c_e_neutr / c_ea,c_ii,c_üü,c_e,c_kurz,c_Lch,c_l,c_glüffe,c_gaa,c_hösch
210,BE111,BE,111,Gimmelwald,584,634600,155200,46.54719,7.88976,2290,c_ä_übof,c_o,c_i,c_ä_übof,c_e_neutr / c_ea,c_ii,c_üü,c_e,c_kurz,c_Lch,c_l,c_glüffe,c_gaa,c_hösch
211,BE112,BE,112,Grindelwald,576,645700,163900,46.62478,8.03534,3802,c_ä_übof,c_o,c_i,c_ä_übof,c_e_neutr,c_ii,c_üü,c_e,c_kurz,c_Lch,c_l,c_glüffe,c_gaa,c_hösch
212,FR1,FR,1,Murten,2275,575600,197400,46.92725,7.11826,8279,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_kurz,c_nk,c_l,c_gloffe,c_gange,c_glugg
213,FR2,FR,2,Kerzers,2265,581600,202600,46.97421,7.19683,4970,c_ä_übof,c_o,c_ü,c_ä_übof,c_e_neutr,c_ii,c_üü,c_ö,c_lang,c_nk,c_u,c_gloffe,c_gaa,c_glugg
214,FR3,FR,3,Gurmels,2262,579700,193600,46.8932,7.17226,4352,c_ä_übof,c_o,c_i,c_e_geschl,c_e_neutr,c_ii,c_üü,c_e,c_lang,c_Dch,c_u,c_glüffe,c_gange,c_higg
215,FR4,FR,4,Dudingen,2293,581100,188400,46.84647,7.19085,7964,c_ä_übof,c_o,c_ü,c_è_neutr,c_e_neutr,c_ii,c_üü,c_ö,c_lang,c_Lch,c_u,c_glüffe,c_gange,c_higg
216,FR5,FR,5,Wunnewil,2309,587700,191500,46.87451,7.27729,5579,c_ä_übof,c_o,c_ü,c_e_geschl,c_e_neutr,c_ii,c_üü,c_ö,c_lang,c_Lch,c_u,c_glüffe,c_gange,c_higg
217,FR6,FR,6,Ueberstorf,2308,590300,190400,46.86466,7.31142,2375,c_ä_übof,c_o,c_ü,c_ea,c_e_neutr,c_ii,c_üü,c_ö,c_lang,c_Lh,c_u,c_glüffe,c_gange,c_higg
218,FR7,FR,7,Freiburg,2196,579300,182800,46.79604,7.1675,38365,c_ä_übof,c_o,c_ü,c_è_neutr,c_e_neutr,c_ii,c_üü,c_ö,c_lang,c_nk,c_u,c_gloffe,c_gaa,c_higg
219,FR8,FR,8,Tafers,2306,583100,184900,46.81504,7.2172,3450,c_ä_übof,c_o,c_ü,c_ea,c_e_geschl / c_ea,c_ii,c_üü,c_ö,c_lang,c_Lch,c_u,c_glüffe,c_gange,c_higg
220,FR9,FR,9,Wengliswil,2291,587700,179900,46.77016,7.27761,2028,c_ä_übof,c_o,c_ü,c_ea,c_ea,c_ii,c_üü,c_ö,c_lang,c_Lh,c_u,c_glüffe,c_gaa,c_higg
221,FR10,FR,10,Heitenried,2296,589400,186200,46.82686,7.29972,1403,c_ä_übof,NA,c_ü,c_ea,c_e_geschl,c_ii,c_üü,c_ö,c_lang,c_Lh,c_l,c_glüffe,c_gange,c_higg
222,FR11,FR,11,Giffers,2294,582500,177500,46.74846,7.20962,1634,c_ä_übof,c_o,c_ü,c_ea,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_Lch,c_l,c_glüffe,c_gange,c_higg
223,FR12,FR,12,Plaffeien,2299,588500,176600,46.74049,7.28816,3594,c_ä_übof,c_o,c_ü,c_ea,c_e_geschl / c_ea,c_ii,c_üü,c_ö,c_kurz,c_Lh,c_u,c_glüffe,c_gaa,c_higg
224,FR13,FR,13,Schwarzseetal,2299,588500,168800,46.67033,7.28836,3594,c_ä_übof,c_o,c_ü,c_ea,c_e_geschl / c_e_neutr / c_ea,c_ii,c_üü,c_ö,c_kurz,c_Lh,c_l,c_glüffe,c_gaa,c_higg
225,FR14,FR,14,Jaun,2138,587700,162200,46.61094,7.27808,644,c_ä_übof,NA,c_ü,c_ea,c_ea,c_i,c_ü,c_ö,c_kurz,c_Lh,c_l,c_glüffe,c_gaa,c_hösch
226,GL1,GL,1,Bilten,1602,720100,223200,47.14887,9.02222,2500,c_ä_übof,NA,c_u,c_ä_übof,c_e_geschl,c_ii,c_üü,c_ö,c_kurz,c_ngg,c_l,c_gloffe,c_guu,c_hösch
